Country,Lat,Lon,Elevation,year,season,gen,rep,check,pl_emerg_c,pl_emerg_p,flw_days,ndm,lod,podding_ma,pod_shatte,ph_r8,w100g,gy,r6_bb_sev,r6_bp_sev,r6_bs_sev,r6_bts_sev,r6_clb_sev,r6_dm_sev,r6_mls_sev,r6_fels_se,r6_rlb_sev,r6_rust_se,r6_rust_rr,r6_others,prot,oil,lat,lon,env,loc,flw_cl,pub_cl,sowing,harvest,rainfed,source,company,n_reps_averaged,source_file,dbase,majstage,maj_var,maj_sbr,majsc_sbr,class,sand,ph,silt,clay,cec,soilbulk,orgcarb,nitrogen,avi_jun_jul,evi_jun_jul,gci_jun_jul,gndvi_jun_jul,ndmi_jun_jul,tmax_jun_jul,tmin_jun_jul,wind_jun_jul,prec_jun_jul,smoist_jun_jul,pdsi_jun_jul,vpd_jun_jul,maxdew_jun_jul,mindew_jun_jul,eti_jun_jul,dsr09jun_jul,dsr12jun_jul,dsr15jun_jul,avi_nov_dec,evi_nov_dec,gci_nov_dec,gndvi_nov_dec,ndmi_nov_dec,tmax_nov_dec,tmin_nov_dec,wind_nov_dec,prec_nov_dec,smoist_nov_dec,pdsi_nov_dec,vpd_nov_dec,maxdew_nov_dec,mindew_nov_dec,eti_nov_dec,dsr09nov_dec,dsr12nov_dec,dsr15nov_dec,avi_dec_jan,evi_dec_jan,gci_dec_jan,gndvi_dec_jan,ndmi_dec_jan,tmax_dec_jan,tmin_dec_jan,wind_dec_jan,prec_dec_jan,smoist_dec_jan,pdsi_dec_jan,vpd_dec_jan,maxdew_dec_jan,mindew_dec_jan,eti_dec_jan,dsr09dec_jan,dsr12dec_jan,dsr15dec_jan
Ethiopia,8.28,35.55,1558,2021,1,G231,2,0,0,0,59,127.66666666666669,0,0,0,68.60000000000001,18.333333333333332,3125.7566666666667,1.6666666666666667,0,0,0,0,0,0,3,0,1,0,0,NA,NA,8.317,35.583,E0192,L081,NA,NA,7/2/2021,11/29/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,8.28,35.55,1558,2021,1,G240,2,0,0,0,65.33333333333333,125.66666666666669,0,0,0,90.93333333333334,13.333333333333334,2086.3766666666666,1.6666666666666667,0,0,0,0,0,0,4.333333333333333,0,1,0,0,NA,NA,8.317,35.583,E0192,L081,NA,NA,7/2/2021,11/29/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,8.28,35.55,1558,2021,1,G244,2,0,0,0,59.333333333333336,119.33333333333331,0,0,0,74.73333333333333,13.666666666666666,2194.1266666666666,1.6666666666666667,0,0,0,0,0,0,3.6666666666666665,0,2.3333333333333335,0,0,NA,NA,8.317,35.583,E0192,L081,NA,NA,7/2/2021,11/29/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,8.28,35.55,1558,2021,1,G256,2,0,0,0,56.333333333333336,118.33333333333331,0,0,0,89.46666666666667,11.333333333333334,1937.5766666666664,1.6666666666666667,0,0,0,0,0,0,4.333333333333333,0,1,0,0,NA,NA,8.317,35.583,E0192,L081,NA,NA,7/2/2021,11/29/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G018,2,0,0,0,63.333333333333336,125,0,0,0,57.46666666666667,16.666666666666668,1986.25,2,2.6666666666666665,2,0,0,0,0,2.3333333333333335,0,3.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G021,2,0,0,0,63.333333333333336,125,0,0,0,49.666666666666664,16.333333333333332,2184.1033333333335,2.3333333333333335,3.3333333333333335,3.3333333333333335,0,0,0,0,2.6666666666666665,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Agricultural Research Council ARC,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G027,2,1,0,0,60.333333333333336,122.33333333333331,0,0,0,41.666666666666664,20.333333333333332,1573.7033333333334,4,3.3333333333333335,2.3333333333333335,0,0,0,0,3.3333333333333335,0,3.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G028,2,0,0,0,60.333333333333336,120.33333333333331,0,0,0,54.266666666666666,16.333333333333332,1641.9033333333332,2.3333333333333335,3.3333333333333335,2.3333333333333335,0,0,0,0,3,0,3,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G030,2,0,0,0,63.666666666666664,123.33333333333331,0,0,0,47,16.666666666666668,1809.4166666666667,2.3333333333333335,3,2.3333333333333335,0,0,0,0,2.6666666666666665,0,3,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Agricultural Research Council ARC,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G044,2,0,0,0,55,117.66666666666669,0,0,0,40.333333333333336,15.666666666666666,1228.84,2.6666666666666665,4,2.3333333333333335,0,0,0,0,3.6666666666666665,0,3.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,University of Illinois,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G067,2,1,0,0,59,122,0,0,0,57.46666666666667,15.666666666666666,2160.5133333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,0,0,0,0,2.3333333333333335,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G073,2,0,0,0,56,118.66666666666669,0,0,0,54.86666666666667,17,2097.076666666667,2.6666666666666665,3,3.3333333333333335,0,0,0,0,2.3333333333333335,0,2.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G075,2,0,0,0,57.333333333333336,120,0,0,0,54.333333333333336,6.666666666666667,1323.756666666667,2,3.6666666666666665,1.6666666666666667,0,0,0,0,3.6666666666666665,0,3.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G087,2,1,0,0,63,124.66666666666669,0,0,0,75,9,2282.6266666666666,3.3333333333333335,2.3333333333333335,1.3333333333333333,0,0,0,0,2,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G092,2,0,0,0,55,117.66666666666669,0,0,0,67.66666666666667,16.333333333333332,1995.47,2,2.6666666666666665,2.3333333333333335,0,0,0,0,2.3333333333333335,0,3,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G101,2,0,0,0,58,123,0,0,0,49,16.666666666666668,2691.1366666666668,1.3333333333333333,2,1.6666666666666667,0,0,0,0,1.6666666666666667,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G108,2,0,0,0,61.333333333333336,123.33333333333331,0,0,0,38.06666666666667,18,882.9633333333334,2.6666666666666665,4,2,0,0,0,0,4.333333333333333,0,3.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,University of Missouri,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G112,2,0,0,0,57.666666666666664,121,0,0,0,42.13333333333333,17.333333333333332,1310.53,2.6666666666666665,4,2,0,0,0,0,3.6666666666666665,0,3.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,University of Missouri,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G119,2,0,0,0,63.666666666666664,126,0,0,0,35.333333333333336,20.666666666666668,1109.3166666666666,2.6666666666666665,4,2,0,0,0,0,4,0,4,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,University of Missouri,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G120,2,0,0,0,56.666666666666664,120,0,0,0,39,16.333333333333332,1302.39,2,3.6666666666666665,2,0,0,0,0,4,0,3.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,University of Missouri,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G136,2,1,0,0,63,124,0,0,0,58,16.333333333333332,2211.9366666666665,2,2.3333333333333335,1.3333333333333333,0,0,0,0,2.3333333333333335,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G138,2,0,0,0,63.333333333333336,124,0,0,0,57.666666666666664,18.666666666666668,2659.3366666666666,1.6666666666666667,2,1,0,0,0,0,2,0,2.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G140,2,0,0,0,55.666666666666664,118.66666666666669,0,0,0,65.4,17,2408.52,3,2.3333333333333335,2.6666666666666665,0,0,0,0,2,0,2.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G145,2,0,0,0,55.333333333333336,119.66666666666669,0,0,0,68.33333333333333,16.666666666666668,2427.62,2.6666666666666665,2.6666666666666665,1.6666666666666667,0,0,0,0,2.6666666666666665,0,3.3333333333333335,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G148,2,0,0,0,62.333333333333336,125.66666666666669,0,0,0,54,13.666666666666666,2570.94,2.3333333333333335,2.3333333333333335,2.6666666666666665,0,0,0,0,1.6666666666666667,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,SeedCo,Private,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G160,2,0,0,0,58.666666666666664,121.66666666666669,0,0,0,50.666666666666664,20.666666666666668,2111.0666666666666,2.3333333333333335,2.6666666666666665,2,0,0,0,0,2.3333333333333335,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,CSIRO Agriculture and Food,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G181,2,0,0,0,61.333333333333336,124.66666666666669,0,0,0,68.13333333333334,20,2063.8733333333334,2.3333333333333335,2.6666666666666665,2.3333333333333335,0,0,0,0,2,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G192,2,0,0,0,61,124.33333333333331,0,0,0,67.8,17.666666666666668,1827.0866666666664,2,2.6666666666666665,1.6666666666666667,0,0,0,0,3,0,3,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G193,2,0,0,0,63.666666666666664,125.66666666666669,0,0,0,74.46666666666667,15.333333333333334,2130.673333333333,3,2.6666666666666665,2.6666666666666665,0,0,0,0,2.3333333333333335,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G211,2,0,0,0,56.333333333333336,119.66666666666669,0,0,0,63.666666666666664,14,2325.23,2.6666666666666665,3,2,0,0,0,0,2.3333333333333335,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G231,2,0,0,0,62,125,0,0,0,64,18,2800.26,1.3333333333333333,1.6666666666666667,2.3333333333333335,0,0,0,0,1.6666666666666667,0,2,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G240,2,0,0,0,62.333333333333336,124,0,0,0,79,15.666666666666666,1892.0933333333332,2,3,1.3333333333333333,0,0,0,0,2.6666666666666665,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,9.09,37.125,1650,2021,1,G244,2,0,0,0,59.333333333333336,122.66666666666669,0,0,0,67.46666666666667,17.333333333333332,2172.19,2.6666666666666665,2.6666666666666665,2.6666666666666665,0,0,0,0,2.3333333333333335,0,2.6666666666666665,0,0,NA,NA,9.1,37.15,E0191,L0103,NA,NA,7/6/2021,11/4/2021,Rainfed,International Institute of Tropical Agriculture IITA,Public,3,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
